credit_score,annual_income,dti,emp_years,existing_loans,loan_amount,loan_term,age,loan_to_income,emi_ratio,default
725,153382.0,36.7,3.8,2,213419.0,24,30,1.3914,0.6957,1
592,120000.0,9.25,4.5,1,191614.0,24,31,1.5968,0.7984,1
390,120000.0,20.62,23.1,0,49149.0,60,30,0.4096,0.0819,0
595,357716.0,14.92,21.0,0,26767.0,36,36,0.0748,0.0249,0
689,120000.0,10.22,4.4,2,152694.0,36,33,1.2724,0.4241,0
502,120000.0,27.73,0.2,2,64365.0,36,24,0.5364,0.1788,0
668,120000.0,32.21,2.5,4,113517.0,24,27,0.946,0.473,0
648,169230.0,21.23,13.8,1,63881.0,24,53,0.3775,0.1887,0
707,193855.0,26.12,1.7,1,46873.0,48,34,0.2418,0.0604,0
661,120000.0,20.81,36.1,1,415137.0,60,33,3.4595,0.6919,1
552,148736.0,17.72,0.4,2,235138.0,24,22,1.5809,0.7905,1
769,227329.0,34.53,4.2,1,159552.0,12,33,0.7019,0.7019,0
634,288488.0,7.99,3.6,1,331332.0,12,47,1.1485,1.1485,0
647,120000.0,8.46,1.5,0,165047.0,60,43,1.3754,0.2751,0
556,120000.0,2.05,14.8,0,120238.0,12,46,1.002,1.002,0
605,120000.0,23.25,4.8,1,613170.0,12,25,5.1098,5.1098,1
561,120000.0,25.98,1.3,0,645943.0,60,25,5.3829,1.0766,1
632,120000.0,19.12,2.4,2,72596.0,24,49,0.605,0.3025,0
821,120000.0,22.44,6.4,1,202436.0,24,46,1.687,0.8435,0
512,193172.0,10.5,1.8,0,182582.0,48,35,0.9452,0.2363,0
488,212067.0,13.97,10.6,1,324578.0,24,46,1.5305,0.7653,1
797,120000.0,15.55,0.9,2,69757.0,12,25,0.5813,0.5813,0
629,190821.0,8.49,1.5,0,451699.0,12,25,2.3671,2.3671,1
583,122345.0,8.78,0.8,0,77667.0,48,21,0.6348,0.1587,0
753,120000.0,20.78,0.6,0,146114.0,60,41,1.2176,0.2435,0
589,170063.0,9.79,1.8,2,65569.0,12,40,0.3856,0.3856,0
832,120000.0,24.75,35.5,1,106088.0,24,32,0.8841,0.442,0
717,339316.0,34.59,0.5,0,71121.0,24,30,0.2096,0.1048,0
601,120000.0,15.2,1.2,0,75812.0,24,62,0.6318,0.3159,0
850,120000.0,18.91,1.6,1,301886.0,12,35,2.5157,2.5157,1
589,120000.0,5.61,4.8,1,157152.0,36,51,1.3096,0.4365,0
724,128498.0,7.82,6.8,1,802367.0,12,36,6.2442,6.2442,1
679,211246.0,6.18,7.0,0,136681.0,12,32,0.647,0.647,0
780,120000.0,20.52,0.0,1,86800.0,36,52,0.7233,0.2411,0
806,120000.0,26.54,5.3,0,107000.0,36,45,0.8917,0.2972,0
653,163654.0,10.12,5.0,1,143845.0,24,37,0.879,0.4395,0
574,155278.0,31.23,3.6,3,208886.0,24,49,1.3452,0.6726,1
695,120000.0,34.7,2.4,0,118152.0,24,63,0.9846,0.4923,0
582,120000.0,16.71,8.0,3,58058.0,12,30,0.4838,0.4838,0
850,120000.0,20.33,2.1,1,343502.0,60,42,2.8625,0.5725,1
663,120000.0,17.5,1.3,3,431538.0,48,33,3.5962,0.899,1
613,120000.0,19.41,1.9,1,115768.0,60,28,0.9647,0.1929,0
668,160421.0,2.72,2.9,1,534320.0,36,28,3.3307,1.1102,1
515,120000.0,16.5,1.2,0,108680.0,12,53,0.9057,0.9057,1
552,120000.0,1.3,4.7,0,374762.0,12,21,3.123,3.123,1
770,167383.0,30.14,10.8,1,76131.0,48,43,0.4548,0.1137,0
584,120000.0,29.53,4.5,2,1086793.0,60,29,9.0566,1.8113,1
545,120339.0,15.27,3.0,0,39864.0,36,55,0.3313,0.1104,0
703,120000.0,37.13,8.0,1,67493.0,48,35,0.5624,0.1406,0
768,120000.0,42.05,6.9,2,944439.0,12,34,7.8703,7.8703,1
721,133594.0,14.36,2.3,1,41387.0,48,53,0.3098,0.0774,0
749,134978.0,27.52,4.6,0,133530.0,24,46,0.9893,0.4946,0
574,220176.0,35.65,6.5,1,106646.0,60,43,0.4844,0.0969,0
507,120000.0,12.25,1.4,0,166854.0,36,46,1.3904,0.4635,0
800,120000.0,5.66,2.3,3,199564.0,24,27,1.663,0.8315,0
617,120000.0,20.51,0.6,0,134456.0,60,45,1.1205,0.2241,0
624,120000.0,21.41,22.0,0,294352.0,24,36,2.4529,1.2265,1
782,128501.0,21.23,0.4,2,503601.0,48,41,3.919,0.9798,1
705,120000.0,12.85,0.9,0,102252.0,36,42,0.8521,0.284,0
695,120000.0,14.43,3.3,0,38950.0,48,26,0.3246,0.0811,0
850,120437.0,3.53,10.0,5,94888.0,48,43,0.7879,0.197,0
585,122852.0,19.13,2.2,0,206879.0,60,36,1.684,0.3368,1
742,120000.0,37.66,7.3,0,185283.0,36,25,1.544,0.5147,0
655,120000.0,25.51,5.6,2,329594.0,36,36,2.7466,0.9155,1
676,239313.0,4.99,5.1,3,722610.0,48,38,3.0195,0.7549,1
802,132570.0,10.87,9.3,0,192784.0,36,43,1.4542,0.4847,0
700,120000.0,12.6,0.1,3,117563.0,12,21,0.9797,0.9797,0
703,120000.0,30.6,13.2,0,90984.0,36,41,0.7582,0.2527,0
757,120000.0,43.83,8.8,1,140187.0,48,32,1.1682,0.2921,0
613,215681.0,7.6,13.9,0,321585.0,12,46,1.491,1.491,1
566,120000.0,24.27,7.9,3,100408.0,12,37,0.8367,0.8367,1
545,120000.0,26.92,10.5,1,262285.0,60,34,2.1857,0.4371,1
453,134029.0,3.28,1.1,1,68348.0,48,36,0.5099,0.1275,0
850,120000.0,10.4,1.9,0,160349.0,36,41,1.3362,0.4454,0
539,242924.0,35.02,1.9,0,47130.0,12,47,0.194,0.194,0
627,222277.0,2.13,0.6,3,103352.0,48,29,0.465,0.1162,0
622,120000.0,7.18,6.5,1,530923.0,60,34,4.4244,0.8849,1
680,120000.0,43.0,0.7,2,200473.0,24,52,1.6706,0.8353,1
731,120000.0,22.07,0.3,0,146288.0,24,34,1.2191,0.6095,0
736,120000.0,10.42,7.5,1,202060.0,36,41,1.6838,0.5613,0
591,120000.0,13.47,11.8,0,245617.0,24,25,2.0468,1.0234,1
633,120000.0,25.74,7.2,1,210973.0,12,21,1.7581,1.7581,1
678,120000.0,34.1,8.7,2,195392.0,12,27,1.6283,1.6283,1
625,120000.0,33.4,4.5,2,73286.0,48,31,0.6107,0.1527,0
810,120000.0,6.28,10.9,1,49855.0,36,48,0.4155,0.1385,0
699,133680.0,17.95,3.4,2,291083.0,48,49,2.1775,0.5444,1
723,135497.0,11.3,22.3,2,57128.0,48,21,0.4216,0.1054,0
716,120000.0,10.11,0.5,0,217998.0,36,32,1.8167,0.6056,0
767,120000.0,17.57,8.3,0,364476.0,48,44,3.0373,0.7593,1
668,120000.0,25.05,5.1,0,71356.0,24,36,0.5946,0.2973,0
520,169573.0,8.7,4.3,0,96272.0,60,53,0.5677,0.1135,0
689,158022.0,9.37,6.5,1,143939.0,48,44,0.9109,0.2277,0
584,120000.0,16.04,9.2,0,80043.0,12,35,0.667,0.667,0
597,120000.0,36.01,9.9,3,79032.0,12,36,0.6586,0.6586,1
708,120000.0,21.28,1.0,5,106234.0,24,37,0.8853,0.4426,0
773,120000.0,8.09,1.1,0,87844.0,48,29,0.732,0.183,0
652,120762.0,34.96,0.1,1,240151.0,48,47,1.9886,0.4972,1
680,120000.0,16.37,0.7,3,173268.0,36,45,1.4439,0.4813,0
820,176682.0,18.74,1.5,1,51160.0,48,42,0.2896,0.0724,0
674,120000.0,20.77,6.4,0,648548.0,48,40,5.4046,1.3511,1
850,120000.0,10.26,3.2,3,128192.0,12,27,1.0683,1.0683,0
706,120000.0,8.05,7.1,0,153987.0,36,43,1.2832,0.4277,0
473,120000.0,2.06,3.3,0,107078.0,48,39,0.8923,0.2231,0
725,120000.0,1.52,4.1,0,161325.0,24,58,1.3444,0.6722,0
688,179438.0,26.12,0.6,1,78806.0,48,25,0.4392,0.1098,0
778,120000.0,14.74,7.5,1,55117.0,36,30,0.4593,0.1531,0
717,120000.0,0.25,7.1,1,124768.0,24,22,1.0397,0.5199,0
636,120000.0,43.57,1.8,1,512762.0,24,35,4.273,2.1365,1
527,120000.0,26.38,2.0,1,255383.0,24,21,2.1282,1.0641,1
629,120000.0,14.23,1.2,3,431313.0,12,49,3.5943,3.5943,1
564,141416.0,40.73,8.4,2,102737.0,12,48,0.7265,0.7265,1
591,120000.0,25.46,6.9,2,84695.0,24,36,0.7058,0.3529,0
708,160407.0,16.86,4.7,0,107780.0,12,27,0.6719,0.6719,0
816,120000.0,4.28,1.4,2,245488.0,24,22,2.0457,1.0229,0
689,120000.0,15.96,0.9,1,368113.0,24,30,3.0676,1.5338,1
530,135728.0,17.34,0.3,0,130461.0,60,44,0.9612,0.1922,0
694,120000.0,11.54,0.2,0,52913.0,12,30,0.4409,0.4409,0
769,120000.0,20.14,1.0,1,354795.0,60,57,2.9566,0.5913,1
589,120000.0,29.39,0.5,1,395498.0,24,52,3.2958,1.6479,1
636,120000.0,15.87,4.1,1,245027.0,24,38,2.0419,1.0209,1
651,120000.0,4.5,2.2,0,510435.0,60,33,4.2536,0.8507,1
571,120000.0,8.93,2.9,0,35147.0,36,32,0.2929,0.0976,0
714,142854.0,45.07,4.5,1,77749.0,24,53,0.5443,0.2721,0
637,183930.0,3.46,5.4,0,165468.0,12,31,0.8996,0.8996,0
691,120000.0,19.36,5.2,1,69830.0,48,47,0.5819,0.1455,0
561,120000.0,15.51,1.5,1,339054.0,48,38,2.8255,0.7064,1
606,120000.0,25.7,8.3,4,63519.0,48,45,0.5293,0.1323,0
722,149631.0,17.59,12.5,2,477182.0,60,29,3.1891,0.6378,1
612,120000.0,15.76,1.9,1,82523.0,24,34,0.6877,0.3438,0
822,120000.0,32.2,0.1,0,498727.0,36,37,4.1561,1.3854,1
610,120000.0,25.2,11.5,2,84170.0,12,31,0.7014,0.7014,0
672,150525.0,17.23,12.9,1,24585.0,48,50,0.1633,0.0408,0
743,441997.0,19.52,0.3,0,182214.0,48,30,0.4123,0.1031,0
508,120000.0,38.24,0.0,1,280651.0,12,32,2.3388,2.3388,1
473,120000.0,18.67,8.5,1,70949.0,48,51,0.5912,0.1478,0
497,125663.0,33.42,1.8,1,578422.0,60,49,4.603,0.9206,1
776,218076.0,33.94,12.3,2,486444.0,24,53,2.2306,1.1153,1
594,120000.0,9.1,1.2,2,141293.0,24,21,1.1774,0.5887,0
850,120000.0,8.87,9.9,2,209982.0,36,40,1.7498,0.5833,0
593,175395.0,22.88,0.4,2,164794.0,60,38,0.9396,0.1879,0
668,146991.0,35.09,1.5,1,274999.0,36,32,1.8709,0.6236,1
804,120000.0,11.38,18.1,1,321598.0,48,41,2.68,0.67,0
850,124102.0,24.78,1.3,1,43253.0,24,34,0.3485,0.1743,0
850,179577.0,25.28,0.7,0,622545.0,36,39,3.4667,1.1556,1
770,200613.0,1.87,9.7,2,420700.0,36,70,2.0971,0.699,0
752,120000.0,26.89,0.6,1,70481.0,60,41,0.5873,0.1175,0
709,120000.0,11.83,0.5,1,520047.0,48,41,4.3337,1.0834,1
727,206151.0,19.01,2.0,2,750700.0,12,46,3.6415,3.6415,1
594,120000.0,3.65,5.0,1,41277.0,60,39,0.344,0.0688,0
568,128431.0,12.14,6.2,1,282062.0,60,27,2.1962,0.4392,1
649,120000.0,17.65,10.7,0,339462.0,48,21,2.8288,0.7072,1
632,187068.0,21.0,3.9,1,217928.0,12,37,1.165,1.165,1
604,120000.0,13.84,2.5,2,415104.0,60,35,3.4592,0.6918,1
719,211324.0,16.69,2.2,0,190918.0,36,21,0.9034,0.3011,0
745,132568.0,25.07,9.4,0,241778.0,36,54,1.8238,0.6079,0
658,120000.0,20.5,6.4,0,35594.0,36,39,0.2966,0.0989,0
797,232066.0,7.32,11.8,2,96235.0,36,52,0.4147,0.1382,0
535,250383.0,6.11,16.6,1,447890.0,12,21,1.7888,1.7888,1
630,167606.0,31.43,1.8,1,93257.0,48,52,0.5564,0.1391,0
578,120000.0,26.31,3.8,3,155559.0,48,33,1.2963,0.3241,1
463,120000.0,23.24,5.0,3,65947.0,12,50,0.5496,0.5496,1
641,120000.0,18.38,0.9,2,95678.0,48,40,0.7973,0.1993,0
637,120000.0,12.46,0.3,1,213352.0,36,42,1.7779,0.5926,1
801,272504.0,10.58,10.1,2,145657.0,12,42,0.5345,0.5345,0
713,120000.0,25.4,3.8,0,38004.0,36,33,0.3167,0.1056,0
547,120000.0,9.78,4.2,0,88901.0,48,31,0.7408,0.1852,0
835,121008.0,20.81,4.0,0,496185.0,60,34,4.1004,0.8201,1
772,120000.0,25.07,7.0,0,382987.0,12,23,3.1916,3.1916,1
708,120000.0,7.61,0.8,2,166974.0,24,33,1.3915,0.6957,0
627,120000.0,15.75,4.8,1,212957.0,24,31,1.7746,0.8873,1
554,160208.0,25.36,3.2,1,97034.0,36,23,0.6057,0.2019,0
612,193264.0,17.08,11.4,1,493118.0,48,42,2.5515,0.6379,1
758,120000.0,3.37,3.7,0,131909.0,36,38,1.0992,0.3664,0
838,120000.0,37.53,14.3,2,60766.0,24,40,0.5064,0.2532,0
804,120000.0,18.65,2.2,0,41710.0,12,44,0.3476,0.3476,0
601,120000.0,9.09,17.0,1,40415.0,36,35,0.3368,0.1123,0
538,120000.0,37.75,10.4,1,86320.0,48,28,0.7193,0.1798,0
664,139715.0,6.23,4.4,3,607809.0,24,41,4.3504,2.1752,1
473,130096.0,24.9,2.2,1,1381676.0,12,21,10.6205,10.6205,1
682,248765.0,20.58,2.4,2,382671.0,36,36,1.5383,0.5128,1
635,209653.0,11.83,7.4,0,40356.0,12,45,0.1925,0.1925,0
603,120000.0,6.23,4.3,0,66700.0,60,48,0.5558,0.1112,0
490,161487.0,31.7,2.6,1,66987.0,24,32,0.4148,0.2074,0
701,120000.0,15.12,5.1,0,129452.0,36,21,1.0788,0.3596,0
596,149875.0,29.59,6.6,0,83043.0,12,21,0.5541,0.5541,0
533,120000.0,2.33,0.1,1,267884.0,36,44,2.2324,0.7441,1
362,120000.0,31.64,0.5,1,129524.0,48,34,1.0794,0.2698,1
647,120000.0,33.71,0.5,1,327693.0,48,58,2.7308,0.6827,1
827,120000.0,23.98,1.3,0,262035.0,36,23,2.1836,0.7279,0
816,120000.0,12.23,2.8,2,464435.0,24,41,3.8703,1.9351,1
604,120000.0,15.36,8.1,3,90770.0,36,54,0.7564,0.2521,0
589,120000.0,20.79,2.2,1,348972.0,36,40,2.9081,0.9694,1
696,120000.0,17.57,0.1,0,89059.0,36,22,0.7422,0.2474,0
550,120000.0,13.01,3.3,5,155760.0,36,65,1.298,0.4327,1
680,120000.0,33.42,28.5,2,83459.0,24,53,0.6955,0.3477,0
726,124832.0,9.58,2.1,3,216076.0,60,35,1.7309,0.3462,0
772,139954.0,34.47,16.3,2,469774.0,60,46,3.3566,0.6713,1
639,120000.0,13.4,0.5,1,415107.0,12,46,3.4592,3.4592,1
629,197620.0,21.17,1.0,2,216989.0,24,44,1.098,0.549,0
562,125297.0,30.48,6.4,1,145449.0,24,24,1.1608,0.5804,1
567,120000.0,9.16,3.5,1,160442.0,24,41,1.337,0.6685,0
627,120000.0,10.93,7.2,2,552424.0,48,52,4.6035,1.1509,1
686,120000.0,15.38,10.0,0,83010.0,24,43,0.6918,0.3459,0
741,120000.0,20.1,1.4,2,236315.0,48,41,1.9693,0.4923,1
569,192386.0,42.1,5.7,0,400218.0,60,32,2.0803,0.4161,1
799,148921.0,3.45,4.7,0,161583.0,60,28,1.085,0.217,0
622,228938.0,12.73,9.9,0,341590.0,48,22,1.4921,0.373,0
647,120000.0,17.27,2.8,1,959154.0,36,45,7.993,2.6643,1
575,221385.0,25.69,0.3,1,151155.0,60,35,0.6828,0.1366,0
407,120000.0,16.8,4.3,2,132752.0,36,24,1.1063,0.3688,1
738,238697.0,6.75,16.0,0,194235.0,12,47,0.8137,0.8137,0
723,120000.0,17.09,0.1,2,240925.0,48,32,2.0077,0.5019,1
621,150895.0,9.09,1.4,3,472818.0,12,29,3.1334,3.1334,1
656,239203.0,30.28,1.9,1,445263.0,48,33,1.8614,0.4654,1
701,120000.0,43.09,7.3,1,211830.0,12,36,1.7652,1.7652,1
493,120000.0,19.43,2.0,1,33727.0,12,42,0.2811,0.2811,0
597,213912.0,5.88,1.4,0,51041.0,24,29,0.2386,0.1193,0
729,120000.0,8.49,5.2,0,353543.0,60,48,2.9462,0.5892,1
524,120000.0,13.48,0.2,0,98358.0,48,42,0.8197,0.2049,0
679,357112.0,35.65,0.9,0,374936.0,60,32,1.0499,0.21,0
514,120000.0,8.54,2.6,0,314838.0,24,36,2.6237,1.3118,1
696,120000.0,6.98,2.2,0,140351.0,60,33,1.1696,0.2339,0
646,197522.0,3.25,2.1,1,84122.0,48,38,0.4259,0.1065,0
488,120000.0,20.91,0.6,0,142126.0,24,53,1.1844,0.5922,1
766,120000.0,5.74,2.2,2,191394.0,36,33,1.5949,0.5316,0
576,120000.0,6.85,8.0,3,53829.0,24,39,0.4486,0.2243,0
568,120000.0,33.67,2.7,0,342105.0,48,31,2.8509,0.7127,1
670,120000.0,21.37,4.4,4,285287.0,12,43,2.3774,2.3774,1
764,120000.0,23.26,0.9,1,189032.0,60,40,1.5753,0.3151,0
548,120000.0,10.1,0.4,1,189584.0,12,51,1.5799,1.5799,1
656,120000.0,36.03,10.6,2,507723.0,36,29,4.231,1.4103,1
692,256917.0,30.88,2.0,1,90594.0,12,44,0.3526,0.3526,0
719,120000.0,18.79,2.2,0,122381.0,60,50,1.0198,0.204,0
667,232976.0,8.44,10.5,1,171094.0,12,33,0.7344,0.7344,0
613,120000.0,37.25,6.2,2,102346.0,24,36,0.8529,0.4264,0
567,120000.0,6.79,7.1,1,146959.0,48,39,1.2247,0.3062,0
658,120000.0,19.43,5.7,0,46147.0,12,35,0.3846,0.3846,0
542,120000.0,4.55,0.6,0,120022.0,48,39,1.0002,0.25,0
357,120000.0,41.71,15.8,0,147800.0,48,44,1.2317,0.3079,1
693,238439.0,16.55,12.0,2,89417.0,48,36,0.375,0.0938,0
740,120000.0,6.42,1.3,1,458336.0,24,36,3.8195,1.9097,1
413,120000.0,4.54,8.1,0,230894.0,48,40,1.9241,0.481,1
549,219016.0,31.59,2.6,1,149106.0,12,34,0.6808,0.6808,1
711,120000.0,11.55,5.8,0,100887.0,48,34,0.8407,0.2102,0
850,120000.0,1.83,0.9,3,47489.0,24,29,0.3957,0.1979,0
652,120000.0,15.24,3.9,0,94284.0,48,37,0.7857,0.1964,0
577,280566.0,52.35,0.7,0,171626.0,12,42,0.6117,0.6117,1
631,120000.0,12.96,3.8,4,153691.0,24,35,1.2808,0.6404,1
787,120000.0,49.97,1.4,0,89322.0,36,30,0.7444,0.2481,0
585,170685.0,40.67,3.0,2,619835.0,36,37,3.6315,1.2105,1
570,127138.0,23.7,5.5,1,391179.0,12,41,3.0768,3.0768,1
601,120000.0,10.3,10.5,0,114654.0,60,39,0.9555,0.1911,0
554,120000.0,25.34,0.9,2,259833.0,48,60,2.1653,0.5413,1
662,120000.0,15.05,11.2,2,459175.0,60,31,3.8265,0.7653,1
812,120000.0,22.36,2.5,3,214950.0,24,36,1.7912,0.8956,1
682,120000.0,9.03,9.3,1,142517.0,48,45,1.1876,0.2969,0
624,120000.0,11.23,3.6,1,38154.0,60,31,0.3179,0.0636,0
620,148605.0,26.15,9.9,0,154235.0,12,57,1.0379,1.0379,0
493,175870.0,21.43,5.4,1,88808.0,24,38,0.505,0.2525,0
738,120000.0,2.45,3.6,1,101183.0,48,43,0.8432,0.2108,0
642,368792.0,29.11,1.9,4,125971.0,36,38,0.3416,0.1139,0
631,156449.0,16.96,17.4,1,136423.0,48,48,0.872,0.218,0
850,120000.0,8.94,8.1,1,120402.0,24,27,1.0033,0.5017,0
679,189799.0,34.14,2.4,1,55974.0,36,53,0.2949,0.0983,0
574,408091.0,15.51,0.9,2,40172.0,12,40,0.0984,0.0984,0
607,120000.0,16.61,7.6,1,314530.0,48,44,2.6211,0.6553,1
764,120000.0,28.18,23.0,1,633564.0,60,30,5.2797,1.0559,1
661,120000.0,14.69,1.6,2,176922.0,60,41,1.4743,0.2949,0
506,120000.0,2.92,12.4,2,67767.0,12,28,0.5647,0.5647,0
741,122914.0,8.46,0.7,0,359323.0,24,49,2.9234,1.4617,1
583,120000.0,31.47,15.2,5,853273.0,12,25,7.1106,7.1106,1
837,120000.0,6.76,6.8,2,429683.0,24,39,3.5807,1.7903,1
758,120000.0,23.81,2.1,0,477558.0,36,34,3.9797,1.3266,1
605,123515.0,21.87,1.8,1,63943.0,24,22,0.5177,0.2588,0
778,236395.0,23.87,5.2,0,103665.0,36,28,0.4385,0.1462,0
656,120000.0,17.43,4.5,2,427455.0,48,42,3.5621,0.8905,1
735,128545.0,8.4,12.6,2,61943.0,48,29,0.4819,0.1205,0
698,120000.0,14.19,7.3,0,104516.0,12,31,0.871,0.871,0
565,129875.0,14.42,3.9,1,189329.0,12,41,1.4578,1.4578,1
585,120000.0,36.91,13.1,4,250309.0,48,47,2.0859,0.5215,1
752,120000.0,28.48,4.5,0,130609.0,60,44,1.0884,0.2177,0
616,120000.0,8.44,9.5,2,164102.0,36,37,1.3675,0.4558,0
609,120000.0,27.36,9.2,4,185752.0,48,40,1.5479,0.387,1
554,124177.0,4.78,12.6,1,135726.0,60,39,1.093,0.2186,0
692,120000.0,21.05,0.3,1,108892.0,24,27,0.9074,0.4537,0
850,120000.0,19.78,4.4,0,147636.0,48,40,1.2303,0.3076,0
543,120000.0,9.81,3.2,1,105553.0,60,27,0.8796,0.1759,0
652,120000.0,4.6,3.4,0,332483.0,48,44,2.7707,0.6927,1
791,290105.0,8.99,3.1,2,207832.0,24,39,0.7164,0.3582,0
642,120000.0,9.21,9.1,2,153491.0,24,21,1.2791,0.6395,0
695,120000.0,9.33,1.9,1,134467.0,36,47,1.1206,0.3735,0
543,120000.0,26.55,3.1,2,374923.0,24,32,3.1244,1.5622,1
692,290421.0,2.6,1.1,1,121271.0,24,31,0.4176,0.2088,0
631,137550.0,34.2,1.4,0,290707.0,36,47,2.1135,0.7045,1
748,120000.0,8.32,5.4,1,420031.0,48,36,3.5003,0.8751,1
768,191710.0,22.64,0.6,0,241323.0,48,43,1.2588,0.3147,0
850,120000.0,26.12,1.0,0,44796.0,36,31,0.3733,0.1244,0
707,120000.0,33.4,3.8,2,115959.0,48,46,0.9663,0.2416,0
682,120000.0,27.52,0.2,1,82161.0,48,39,0.6847,0.1712,0
669,120000.0,12.59,0.7,1,62527.0,60,42,0.5211,0.1042,0
614,120893.0,10.09,10.0,3,389707.0,36,36,3.2236,1.0745,1
683,120000.0,28.54,9.4,1,220313.0,36,54,1.8359,0.612,1
620,293623.0,30.62,2.1,1,20915.0,12,56,0.0712,0.0712,0
666,120000.0,19.42,2.1,1,161301.0,60,21,1.3442,0.2688,0
781,248127.0,8.45,13.8,1,95734.0,48,47,0.3858,0.0965,0
549,120000.0,15.59,0.1,1,341597.0,12,27,2.8466,2.8466,1
763,120000.0,25.38,4.3,0,95928.0,60,43,0.7994,0.1599,0
781,162738.0,7.42,4.5,3,209716.0,48,21,1.2887,0.3222,0
638,120000.0,23.12,7.8,0,207857.0,60,42,1.7321,0.3464,0
437,165802.0,11.89,15.2,1,84396.0,24,29,0.509,0.2545,0
589,120000.0,10.96,2.2,2,72706.0,48,33,0.6059,0.1515,0
779,120000.0,16.83,2.9,1,823861.0,60,33,6.8655,1.3731,1
647,120000.0,33.3,5.6,2,222677.0,60,30,1.8556,0.3711,1
550,120000.0,26.56,17.1,0,169446.0,12,30,1.412,1.412,1
599,120000.0,22.89,11.1,0,428456.0,60,34,3.5705,0.7141,1
734,124424.0,53.48,5.5,5,663935.0,24,36,5.3361,2.668,1
704,150482.0,32.88,9.7,0,540837.0,24,41,3.594,1.797,1
626,120000.0,16.94,0.4,3,54187.0,60,56,0.4516,0.0903,0
613,120000.0,15.4,2.4,1,167057.0,48,28,1.3921,0.348,0
610,123181.0,28.94,0.1,1,130393.0,12,39,1.0585,1.0585,1
557,120000.0,23.04,1.0,0,741353.0,48,45,6.1779,1.5445,1
811,173102.0,6.49,5.0,2,287750.0,60,30,1.6623,0.3325,0
617,157340.0,10.09,10.8,1,57756.0,24,21,0.3671,0.1835,0
771,120000.0,6.45,5.0,1,37304.0,36,21,0.3109,0.1036,0
802,120000.0,8.52,5.5,0,595590.0,12,21,4.9632,4.9632,1
749,120000.0,11.75,0.5,0,161151.0,48,53,1.3429,0.3357,0
606,120000.0,16.8,5.5,0,157916.0,24,44,1.316,0.658,1
690,120000.0,12.41,3.0,1,123618.0,48,45,1.0301,0.2575,0
647,120000.0,12.59,5.3,3,83714.0,60,47,0.6976,0.1395,0
559,151616.0,23.78,2.0,2,167949.0,48,32,1.1077,0.2769,0
682,120000.0,16.92,4.4,1,310337.0,12,61,2.5861,2.5861,1
532,120000.0,35.02,2.8,2,159137.0,36,41,1.3261,0.442,1
768,120000.0,27.1,4.1,2,376228.0,36,37,3.1352,1.0451,1
603,120000.0,24.35,0.8,0,282164.0,60,49,2.3514,0.4703,1
670,120000.0,29.29,2.5,1,335102.0,12,44,2.7925,2.7925,1
678,120000.0,8.01,2.3,3,188437.0,36,51,1.5703,0.5234,0
624,120000.0,26.0,6.7,1,142785.0,24,51,1.1899,0.5949,0
708,131122.0,10.87,6.1,1,64821.0,48,34,0.4944,0.1236,0
602,120000.0,34.85,12.0,1,357987.0,60,39,2.9832,0.5966,1
737,120000.0,19.5,5.0,1,199745.0,24,28,1.6645,0.8323,0
515,130595.0,12.14,1.9,1,132745.0,60,21,1.0165,0.2033,0
662,134917.0,37.91,7.6,2,65584.0,12,46,0.4861,0.4861,0
843,120000.0,25.15,3.4,1,448836.0,60,47,3.7403,0.7481,1
549,179555.0,15.2,1.1,0,160973.0,36,21,0.8965,0.2988,0
582,194155.0,39.5,6.9,3,733921.0,12,30,3.7801,3.7801,1
701,120000.0,40.9,0.7,0,31036.0,60,38,0.2586,0.0517,0
667,120000.0,16.13,1.0,1,209042.0,24,39,1.742,0.871,1
685,201724.0,2.87,7.1,2,54956.0,12,58,0.2724,0.2724,0
698,120000.0,15.49,7.4,0,90587.0,12,31,0.7549,0.7549,0
713,120000.0,26.19,7.8,0,130432.0,60,36,1.0869,0.2174,0
760,120000.0,14.33,1.7,1,268183.0,60,44,2.2349,0.447,0
690,120000.0,7.31,10.1,2,202326.0,12,34,1.6861,1.6861,1
625,120000.0,19.72,6.4,2,104980.0,48,32,0.8748,0.2187,0
717,120000.0,12.01,9.0,1,95314.0,48,32,0.7943,0.1986,0
839,120000.0,29.66,6.2,1,41258.0,36,40,0.3438,0.1146,0
636,237365.0,4.05,4.3,0,99758.0,12,36,0.4203,0.4203,0
552,120000.0,37.24,0.6,0,89752.0,48,44,0.7479,0.187,0
760,187874.0,31.88,6.2,1,421935.0,24,41,2.2458,1.1229,1
637,232642.0,4.81,5.9,4,118381.0,12,21,0.5089,0.5089,0
432,233418.0,8.71,1.9,2,119175.0,48,21,0.5106,0.1276,0
734,120000.0,16.45,6.7,0,192503.0,60,32,1.6042,0.3208,0
596,120000.0,37.38,4.0,0,485711.0,24,47,4.0476,2.0238,1
640,130157.0,10.38,4.1,1,477845.0,36,31,3.6713,1.2238,1
683,185172.0,14.21,2.3,2,1102319.0,48,41,5.9529,1.4882,1
669,120000.0,29.56,0.6,1,53086.0,60,43,0.4424,0.0885,0
720,281180.0,19.89,1.2,0,185549.0,24,43,0.6599,0.3299,0
606,165363.0,17.72,7.3,0,149746.0,24,32,0.9056,0.4528,0
701,138824.0,8.64,1.6,2,37846.0,36,26,0.2726,0.0909,0
